application_type,case_received_date,decision_date,case_status,class_of_admission,employer_name,employer_city,employer_state,employer_country,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_state,job_info_work_city,job_info_work_state
ONLINE,25-02-2015,04-09-2015,Certified,H-1B,STATE STREET BANK AND TRUST COMPANY,BOSTON,MASSACHUSETTS,UNITED STATES OF AMERICA,RUSSIA,BOSTON,Master's,MASSACHUSETTS,Boston,MASSACHUSETTS
ONLINE,18-12-2014,24-07-2015,Certified,,J-NETWORK INC.,HUNTINGTON BEACH,CALIFORNIA,UNITED STATES OF AMERICA,JAPAN,HUNTINGTON BEACH,Bachelor's,CALIFORNIA,Huntington Beach,CALIFORNIA
ONLINE,14-01-2015,26-08-2015,Certified,H-1B,VARIYAS GLOBAL SOLUTIONS INC,COLUMBIA,MARYLAND,UNITED STATES OF AMERICA,INDIA,ELKRIDGE,Master's,MARYLAND,Columbia,MARYLAND
ONLINE,12-12-2014,16-07-2015,Certified,H-1B,"SAMSUNG SEMICONDUCTOR, INC.",MILPITAS,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN JOSE,Master's,CALIFORNIA,Menlo Park,CALIFORNIA
ONLINE,22-12-2014,10-07-2015,Certified,H-1B,HERBALIFE INTERNATIONAL,LOS ANGELES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,TORRANCE,Bachelor's,CALIFORNIA,Torrance,CALIFORNIA
ONLINE,18-02-2015,03-09-2015,Certified,H-1B,DATASERV INC,NASHUA,NEW HAMPSHIRE,UNITED STATES OF AMERICA,INDIA,HOUSTON,Master's,TEXAS,Nashua,NEW HAMPSHIRE
ONLINE,17-02-2015,16-09-2015,Certified,B-2,VASQUEZ & COMPANY LLP,LOS ANGELES,CALIFORNIA,UNITED STATES OF AMERICA,PHILIPPINES,LOS ANGELES,Master's,CALIFORNIA,Los Angeles,CALIFORNIA
ONLINE,03-03-2015,25-09-2015,Certified,H-1B,SOFTWARE AG USA INC,RESTON,VIRGINIA,UNITED STATES OF AMERICA,INDIA,ASHBURN,Master's,VIRGINIA,Reston,VIRGINIA
ONLINE,04-01-2015,04-08-2015,Certified,H-1B,NIC INFO TEK INC,TEMPLE TERRACE,FLORIDA,UNITED STATES OF AMERICA,INDIA,HERNDON,Master's,VIRGINIA,Temple Terrace,FLORIDA
ONLINE,03-03-2015,18-09-2015,Certified,H-1B,"ECLINICALWORKS, LLC",WESTBOROUGH,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,PEORIA,Master's,ILLINOIS,Westborough,MASSACHUSETTS
ONLINE,05-12-2014,18-06-2015,Certified,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,CHARLOTTE,Bachelor's,NORTH CAROLINA,College Station,TEXAS
ONLINE,08-12-2014,19-06-2015,Denied,H-1B,PETERSON TECHNOLOGY PARTNERS INC.,ROLLING MEADOWS,ILLINOIS,UNITED STATES OF AMERICA,INDIA,HOFFMAN ESTATES,Bachelor's,ILLINOIS,Rolling Meadows,ILLINOIS
ONLINE,04-12-2014,17-06-2015,Certified,H-1B,SMART DW,PRINCETON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,CHARLOTTE,Master's,NORTH CAROLINA,PRINCETON,NEW JERSEY
ONLINE,16-01-2015,05-08-2015,Certified,H-1B,"DIASPARK, INC",EDISON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Bachelor's,NEW JERSEY,Edison,NEW JERSEY
ONLINE,22-12-2014,10-06-2015,Withdrawn,H-1B,ENTROPIC COMMUNICATIONS,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,LA JOLLA,Master's,CALIFORNIA,San Diego,CALIFORNIA
ONLINE,28-01-2015,19-08-2015,Certified,H-1B,SOFTWARE PARADIGMS INTERNATIONAL GROUP LLC,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,INDIA,MASON,Master's,OHIO,Mason,OHIO
ONLINE,04-02-2015,08-09-2015,Certified,H-1B,SBM GROUP INC,EDISON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,LAWRENCEVILLE,Bachelor's,NEW JERSEY,EDISON,NEW JERSEY
ONLINE,12-02-2015,16-09-2015,Certified,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,TORRANCE,Bachelor's,CALIFORNIA,College Station,TEXAS
ONLINE,05-03-2015,18-09-2015,Certified,H-1B,CREDIT SUISSE SECURITIES (USA) LLC,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,04-02-2015,27-08-2015,Certified,H-1B,Blick Art Materials LLC (Dick Blick Holdings),Highland Park,ILLINOIS,UNITED STATES OF AMERICA,MEXICO,SKOKIE,Master's,ILLINOIS,Highland Park,ILLINOIS
ONLINE,08-02-2015,08-09-2015,Certified,H-1B,"SUMMA PHYSICIANS, INC.",AKRON,OHIO,UNITED STATES OF AMERICA,JORDAN,STOW,Other,OHIO,Akron,OHIO
ONLINE,20-02-2015,10-09-2015,Certified,H-1B,RITE AID CORPORATION,CAMP HILL,PENNSYLVANIA,UNITED STATES OF AMERICA,COTE d'IVOIRE,SILVER SPRINGS,Doctorate,MARYLAND,Port Angeles,WASHINGTON
ONLINE,24-02-2015,02-09-2015,Certified,H-1B,TRIPADVISOR LLC,NEEDHAM,MASSACHUSETTS,UNITED STATES OF AMERICA,CHINA,NEEDHAM,Master's,MASSACHUSETTS,Newton,MASSACHUSETTS
ONLINE,06-03-2015,25-09-2015,Certified,H-1B,INFINEON TECHNOLOGIES NORTH AMERICA CORP,MILPITAS,CALIFORNIA,UNITED STATES OF AMERICA,GERMANY,CANTON,Bachelor's,MICHIGAN,Livonia,MICHIGAN
ONLINE,27-02-2015,11-09-2015,Certified,H-1B,"IMPLIFY, INC.",NEWARK,DELAWARE,UNITED STATES OF AMERICA,INDIA,JACKSONVILLE,Bachelor's,FLORIDA,Newark,DELAWARE
ONLINE,27-02-2015,10-09-2015,Certified,H-1B,"IMPLIFY, INC.",NEWARK,DELAWARE,UNITED STATES OF AMERICA,INDIA,ELLICOTT CITY,Bachelor's,MARYLAND,Newark,DELAWARE
ONLINE,08-01-2015,14-08-2015,Certified,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,IRVINE,Bachelor's,CALIFORNIA,College Station,TEXAS
ONLINE,23-03-2015,21-09-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,KUWAIT,SAN JOSE,Master's,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,26-02-2015,28-08-2015,Certified,H-1B,AMAZON CORPORATE LLC,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,SOUTH KOREA,SEATTLE,Bachelor's,WASHINGTON,Seattle,WASHINGTON
ONLINE,17-02-2015,31-08-2015,Certified,H-1B,"FACEBOOK, INC.",MENLO PARK,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN MATEO,Master's,CALIFORNIA,Menlo Park,CALIFORNIA
ONLINE,18-02-2015,01-09-2015,Certified,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,DEARBORN,Bachelor's,MICHIGAN,College Station,TEXAS
ONLINE,17-02-2015,10-09-2015,Certified,H-1B,U.S. CELLULAR CORPORATION,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,ARLINGTON HEIGHTS,Master's,ILLINOIS,Bensenville,ILLINOIS
ONLINE,13-02-2015,11-09-2015,Certified,,"LEEMIX, INC.",ARLINGTON,VIRGINIA,UNITED STATES OF AMERICA,MONGOLIA,ARLINGTON,None,VIRGINIA,Arlington,VIRGINIA
ONLINE,23-01-2015,30-07-2015,Certified,H-1B,ADT LLC,BOCA RATON,FLORIDA,UNITED STATES OF AMERICA,INDIA,IRVING,Bachelor's,TEXAS,Irving,TEXAS
ONLINE,05-01-2015,10-08-2015,Certified,H-1B,MICHIGAN TECHNOLOGICAL UNIVERSITY,HOUGHTON,MICHIGAN,UNITED STATES OF AMERICA,INDIA,HOUGHTON,Doctorate,MICHIGAN,Houghton,MICHIGAN
ONLINE,05-02-2015,06-08-2015,Withdrawn,H-1B,UNIVERSITY OF COLORADO HEALTH,AURORA,COLORADO,UNITED STATES OF AMERICA,NEPAL,AURORA,Bachelor's,COLORADO,Aurora,COLORADO
ONLINE,04-03-2015,18-09-2015,Certified,H-1B,APEX INDUSTRIAL TECHNOLOGIES,MASON,OHIO,UNITED STATES OF AMERICA,INDIA,LOVELAND,Master's,OHIO,Mason,OHIO
ONLINE,17-02-2015,01-09-2015,Certified,H-1B,SIEMENS PLM SOFTWARE INC.,MILFORD,OHIO,UNITED STATES OF AMERICA,CHINA,CINCINNATI,Master's,OHIO,Milford,OHIO
ONLINE,06-02-2015,09-09-2015,Certified,H-1B,MCKENDREE COLLEGE,LEBANON,ILLINOIS,UNITED STATES OF AMERICA,BANGLADESH,O'FALLON,Doctorate,ILLINOIS,Lebanon,ILLINOIS
ONLINE,09-12-2014,09-07-2015,Certified,H-1B,SAI Technologies,Memphis,TENNESSEE,UNITED STATES OF AMERICA,INDIA,TAMPA,Master's,FLORIDA,MEMPHIS,TENNESSEE
ONLINE,05-03-2015,25-09-2015,Certified,H-1B,"QWEST COMMUNICATIONS COMPANY, LLC",DENVER,COLORADO,UNITED STATES OF AMERICA,MEXICO,W. AUSTIN,Master's,TEXAS,Austin,TEXAS
ONLINE,02-03-2015,17-09-2015,Certified,H-1B,BLOOMBERG L.P.,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,20-02-2015,10-09-2015,Certified,H-1B,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,IRVING,Bachelor's,TEXAS,Irving,TEXAS
ONLINE,05-03-2015,29-09-2015,Certified,H-1B,SALESFORCE.COM,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN FRANCISCO,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,02-03-2015,25-09-2015,Certified,H-1B,YELLOWPAGES.COM LLC,GLENDALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,CANYON CITY,Master's,CALIFORNIA,Glendale,CALIFORNIA
ONLINE,20-02-2015,28-08-2015,Certified,H-1B,"Blink Reaction, LLC",MANALAPAN,NEW JERSEY,UNITED STATES OF AMERICA,UKRAINE,PLAINSBORO,None,NEW JERSEY,Manalapan,NEW JERSEY
ONLINE,23-12-2014,10-07-2015,Certified,L-1,TALISMAN ENERGY USA INC.,THE WOODLANDS,TEXAS,UNITED STATES OF AMERICA,CANADA,SAN ANTONIO,High School,TEXAS,Three Rivers,TEXAS
ONLINE,10-12-2014,10-07-2015,Certified,H-1B,CERNER CORPORATION,NORTH KANSAS CITY,MISSOURI,UNITED STATES OF AMERICA,INDIA,KANSAS CITY,Master's,MISSOURI,North Kansas City,MISSOURI
ONLINE,18-02-2015,16-09-2015,Certified,L-1,INFOSYS LTD.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,FORTH WORTH,Master's,TEXAS,Plano,TEXAS
ONLINE,03-12-2014,09-06-2015,Certified,H-1B,HARSHA INVESTMENTS LLC,EL PASO,TEXAS,UNITED STATES OF AMERICA,INDIA,EL PASO,Master's,TEXAS,El Paso,TEXAS
ONLINE,23-01-2015,19-08-2015,Certified,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SEATTLE,Master's,WASHINGTON,Seattle,WASHINGTON
ONLINE,25-02-2015,01-09-2015,Certified,H-1B,"SABRA, WANG & ASSOCIATES, INC.",COLUMBIA,MARYLAND,UNITED STATES OF AMERICA,EGYPT,COLUMBIA,Bachelor's,MARYLAND,Columbia,MARYLAND
ONLINE,23-01-2015,19-08-2015,Certified,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,SEATTLE,Doctorate,WASHINGTON,Seattle,WASHINGTON
ONLINE,05-02-2015,08-09-2015,Certified,H-1B,SK HYNIX MEMORY SOLUTIONS INC.,SAN JOSE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN JOSE,Master's,CALIFORNIA,San Jose,CALIFORNIA
ONLINE,18-02-2015,21-09-2015,Certified,B-2,IDEAL BRANDS INC.,ENCINO,CALIFORNIA,UNITED STATES OF AMERICA,MEXICO,LOS ANGELES,High School,CALIFORNIA,Encino,CALIFORNIA
ONLINE,06-02-2015,09-09-2015,Certified,H-1B,"Oncorre, Inc.",Bridgewater,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,FALLS CHURCH,Master's,VIRGINIA,Bridgewater,NEW JERSEY
ONLINE,06-02-2015,09-09-2015,Certified,P-1,OLD BLUE FOUNDATION,RIDGEWOOD,NEW JERSEY,UNITED STATES OF AMERICA,NEW ZEALAND,NEW YORK,None,NEW YORK,New York,NEW YORK
ONLINE,21-02-2015,11-09-2015,Certified,H-1B,INTACCT CORP,SAN JOSE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Master's,CALIFORNIA,San Jose,CALIFORNIA
ONLINE,30-12-2014,07-07-2015,Certified,L-1,JUNIPER NETWORKS,SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Sunnyvale,CALIFORNIA
ONLINE,25-02-2015,03-09-2015,Certified,Not in USA,TECUMSEH POULTRY LLC,WAVERLY,NEBRASKA,UNITED STATES OF AMERICA,VIETNAM,CAN THO,High School,,Waverly,NEBRASKA
ONLINE,22-12-2014,01-05-2015,Withdrawn,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN JOSE,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,05-12-2014,08-07-2015,Certified,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,MANSFIELD,Bachelor's,MASSACHUSETTS,College Station,TEXAS
ONLINE,26-03-2015,24-09-2015,Certified,H-1B,"MATCH.COM,  LLC",DALLAS,TEXAS,UNITED STATES OF AMERICA,INDIA,IRVING,Master's,TEXAS,Dallas,TEXAS
ONLINE,03-03-2015,30-09-2015,Certified,H-1B,GARTNER INC.,STAMFORD,CONNECTICUT,UNITED STATES OF AMERICA,INDIA,CAMBRIDGE,Master's,MASSACHUSETTS,Boston,MASSACHUSETTS
ONLINE,04-12-2014,18-06-2015,Certified,H-1B,CYTEL INC.,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,SOMERVILLE,Bachelor's,MASSACHUSETTS,Cambridge,MASSACHUSETTS
ONLINE,15-01-2015,05-08-2015,Certified,H-1B,SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,SAN MATEO,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN FRANCISCO,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,02-03-2015,17-09-2015,Certified,H-1B,"CA, INC.",ISLANDIA,NEW YORK,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Bachelor's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,14-01-2015,18-06-2015,Withdrawn,H-1B,SALESFORCE.COM,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,HONG KONG,SAN FRANCISCO,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,06-02-2015,08-09-2015,Certified,Not in USA,SYSTIME COMPUTER CORPORATION,EDISON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,WEST GODAVARI,Bachelor's,,Edison,NEW JERSEY
ONLINE,11-02-2015,28-08-2015,Certified,H-1B,"G&W LABORATORIES, INC.",SOUTH PLAINFIELD,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,EDISON,Other,NEW JERSEY,South Plainfield,NEW JERSEY
ONLINE,16-02-2015,13-03-2015,Withdrawn,Not in USA,"HOUSE OF RAEFORD FARMS, INC.",ROSE HILL,NORTH CAROLINA,UNITED STATES OF AMERICA,CHINA,GUANGZHOU,None,,Greenville,SOUTH CAROLINA
ONLINE,16-02-2015,15-09-2015,Certified,H-1B,"FORMOSA PLASTICS CORPORATION, TEXAS",POINT COMFORT,TEXAS,UNITED STATES OF AMERICA,TAIWAN,PORT LAVACA,Master's,TEXAS,Point Comfort,TEXAS
ONLINE,24-02-2015,01-09-2015,Certified,H-1B,DELOITTE & TOUCHE LLP,PHILADELPHIA,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,RESTON,Master's,VIRGINIA,Arlington,VIRGINIA
ONLINE,23-02-2015,02-09-2015,Certified,H-1B,"F5 NETWORKS, INC.",SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,SAN JOSE,Master's,CALIFORNIA,San Jose,CALIFORNIA
ONLINE,25-02-2015,16-09-2015,Certified,H-1B,ITC INFOTECH USA INC,PARAMUS,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,FREMONT,Bachelor's,CALIFORNIA,Paramus,NEW JERSEY
ONLINE,09-03-2015,18-09-2015,Certified,H-1B,Hach Company,Loveland,COLORADO,UNITED STATES OF AMERICA,INDIA,FORT COLLINS,Associate's,COLORADO,Loveland,COLORADO
ONLINE,24-12-2014,15-07-2015,Certified,E-1,"Tokyo Electron America, Inc.",Austin,TEXAS,UNITED STATES OF AMERICA,JAPAN,WAPPINGERS FALLS,Associate's,,Hopewell Junction,NEW YORK
ONLINE,25-11-2014,02-06-2015,Certified,H-1B,"ONESOURCE VIRTUAL HR, INC.",IRVING,TEXAS,UNITED STATES OF AMERICA,INDIA,IRVING,Master's,TEXAS,Irving,TEXAS
ONLINE,17-03-2015,22-09-2015,Certified,H-1B,BROADCOM CORPORATION,IRVINE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Bachelor's,CALIFORNIA,Sunnyvale,CALIFORNIA
ONLINE,19-02-2015,14-09-2015,Certified,,"MUY PIZZA HOUSTON, LLC",SAN ANTONIO,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,High School,,HOUSTON,TEXAS
ONLINE,02-03-2015,22-09-2015,Certified,H-1B,HCL AMERICA INC.,SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,NORTH WALES,Bachelor's,PENNSYLVANIA,Jersey City,NEW JERSEY
ONLINE,03-03-2015,30-09-2015,Certified,H-1B,"TINTRI, INC",MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Mountain View,CALIFORNIA
ONLINE,16-03-2015,28-09-2015,Certified,H-1B,KRIDDHA TECHNOLOGIES INC,PLEASANTON,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SWANZEY,None,NEW HAMPSHIRE,Pleasanton,CALIFORNIA
ONLINE,12-02-2015,01-09-2015,Certified,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,GREENFILED,Bachelor's,WISCONSIN,College Station,TEXAS
