application_type,case_received_date,decision_date,case_status,class_of_admission,employer_name,employer_city,employer_state,employer_country,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_state,job_info_work_city,job_info_work_state
PERM,10-04-2014,27-07-2015,Denied,F-1,"SPRING ADULT DAY HEALTH CARE, INC.",ROWLAND HEIGHTS,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,PASADENA,Master's,CALIFORNIA,Rowland Heights,CALIFORNIA
PERM,13-05-2014,05-11-2014,Certified-Expired,H-1B,EAST HAMPTON UNION FREE SCHOOL DISTRICT,EAST HAMPTON,NEW YORK,UNITED STATES OF AMERICA,NETHERLANDS,EAST HAMPTON,Master's,NEW YORK,East Hampton,NEW YORK
PERM,19-03-2014,22-07-2015,Certified,H-1B,"LEPORT EDUCATIONAL INSTITUTE, INC.",IRVINE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,LAKE FOREST,Other,CALIFORNIA,Irvine,CALIFORNIA
PERM,13-08-2014,31-12-2014,Certified-Expired,H-1B,PROSOFT TECHNOLOGY GROUP INC,DOWNERS GROVE,ILLINOIS,UNITED STATES OF AMERICA,INDIA,MALVERN,Master's,PENNSYLVANIA,Downers Grove,ILLINOIS
PERM,07-05-2014,01-10-2014,Certified-Expired,H-1B,"WESTERN DIGITAL TECHNOLOGIES, INC.",IRVINE,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,TUSTIN,Bachelor's,CALIFORNIA,Irvine,CALIFORNIA
PERM,24-03-2014,15-07-2015,Certified,H-1B,"CVS PHARMACY, INC.",WOONSOCKET,RHODE ISLAND,UNITED STATES OF AMERICA,INDIA,NORTH ATTLEBORO,Master's,MASSACHUSETTS,Woonsocket,RHODE ISLAND
PERM,18-03-2014,05-11-2014,Certified-Expired,O-1,SAFRA NATIONAL BANK OF NEW YORK,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,BRAZIL,AVENTURA,Bachelor's,FLORIDA,AVENTURA,FLORIDA
PERM,06-05-2014,25-08-2015,Certified,H-1B,JP MORGAN CHASE & CO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,NEWARK,Master's,DELAWARE,Wilmington,DELAWARE
PERM,04-04-2014,23-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MOUNTAIN VIEW,Master's,CALIFORNIA,Redwood Shores,CALIFORNIA
PERM,14-03-2014,22-07-2015,Certified,H-1B,WORLDNET INTERNATIONAL COURIERS INC,SPRINGFIELD GARDENS,NEW YORK,UNITED STATES OF AMERICA,SOUTH AFRICA,REGO PARK,None,NEW YORK,Springfield Gardens,NEW YORK
PERM,04-04-2014,27-07-2015,Certified,L-1,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MOUNTAIN VIEW,Master's,CALIFORNIA,Mountain View,CALIFORNIA
PERM,27-03-2014,10-07-2015,Certified,H-1B,"CAPE MAY FUNDING, LLC",OCEANVIEW,NEW JERSEY,UNITED STATES OF AMERICA,ROMANIA,OCEANVIEW,Bachelor's,NEW JERSEY,Oceanview,NEW JERSEY
PERM,20-03-2014,21-07-2015,Certified,H-1B,UNIVERSITY OF MAINE AT FARMINGTON,FARMINGTON,MAINE,UNITED STATES OF AMERICA,CANADA,WILTON,Doctorate,MAINE,Farmington,MAINE
PERM,18-06-2014,06-11-2014,Certified-Expired,L-1,KFORCE INC.,TAMPA,FLORIDA,UNITED STATES OF AMERICA,INDIA,RAHWAY,Bachelor's,NEW JERSEY,Tampa,FLORIDA
PERM,01-04-2014,28-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Bachelor's,CALIFORNIA,Redwood Shores,CALIFORNIA
PERM,24-06-2014,28-08-2015,Certified,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,17-03-2014,20-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Bachelor's,CALIFORNIA,Redwood Shores,CALIFORNIA
PERM,21-03-2014,05-08-2015,Certified,F-1,S&C ELECTRIC COMPANY,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,KENYA,CHICAGO,Master's,ILLINOIS,Chicago,ILLINOIS
PERM,24-03-2014,17-07-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
PERM,12-05-2014,02-02-2015,Certified-Expired,H-1B,"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC",RICHARDSON,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,FRISCO,Bachelor's,TEXAS,Richardson,TEXAS
PERM,17-04-2014,27-07-2015,Certified,H-1B,SOFTHQ,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,ATLANTA,Master's,GEORGIA,San Diego,CALIFORNIA
PERM,28-05-2014,03-10-2014,Certified-Expired,L-1,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,CUPERTINO,Master's,CALIFORNIA,Cupertino,CALIFORNIA
PERM,14-05-2014,06-10-2014,Certified-Expired,,TECHNOSOFT CORPORATION,SOUTHFIELD,MICHIGAN,UNITED STATES OF AMERICA,INDIA,EDEN PRAIRIE,Bachelor's,MINNESOTA,Southfield,MICHIGAN
PERM,07-05-2014,10-10-2014,Certified-Expired,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,CHINA,BELLEVUE,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,14-05-2014,02-02-2015,Certified-Expired,F-1,"NIMBLE STORAGE, INC.",SAN JOSE,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,SAN JOSE,Master's,CALIFORNIA,San Jose,CALIFORNIA
PERM,07-05-2014,01-10-2014,Certified-Expired,E-2,"SKY CONSULTING GROUP, INC.",CARSON,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,GRANADA HILLS,Bachelor's,CALIFORNIA,CARSON,CALIFORNIA
PERM,12-03-2014,15-10-2014,Denied,F-1,PINK NAIL & SPA CHICAGO INC.,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,SOUTH KOREA,BUFFALO GROVE,High School,ILLINOIS,Chicago,ILLINOIS
PERM,17-03-2014,02-10-2014,Certified-Expired,H-1B,"MCKINSEY & COMPANY, INC UNITED STATES",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,SPAIN,ATLANTA,Master's,GEORGIA,Atlanta,GEORGIA
PERM,25-04-2014,11-08-2015,Certified,H-1B,JP MORGAN CHASE & CO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,EDISON,Master's,NEW JERSEY,New York,NEW YORK
PERM,18-04-2014,05-08-2015,Certified,E-2,"WAKEBOARD SCHOOL HAWAII, LTD.",HONOLULU,HAWAII,UNITED STATES OF AMERICA,JAPAN,HONOLULU,High School,HAWAII,Honolulu,HAWAII
PERM,12-05-2014,10-10-2014,Certified-Expired,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,EGYPT,BELLEVUE,Bachelor's,WASHINGTON,Redmond,WASHINGTON
PERM,17-03-2014,16-07-2015,Certified,H-1B,ASHLAND INC.,COVINGTON,KENTUCKY,UNITED STATES OF AMERICA,INDIA,ASHLAND,Master's,KENTUCKY,Ashland,KENTUCKY
PERM,27-06-2014,20-11-2014,Certified-Expired,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,INDIA,REDMOND,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,17-03-2014,24-07-2015,Certified,H-1B,"WELLDOC, INC.",BALTIMORE,MARYLAND,UNITED STATES OF AMERICA,INDIA,COCKEYSVILLE,Bachelor's,MARYLAND,Baltimore,MARYLAND
PERM,19-02-2014,02-07-2015,Certified,,CHINA WOK 3,CHAPIN,SOUTH CAROLINA,UNITED STATES OF AMERICA,CHINA,CHANGLE,None,,Chapin,SOUTH CAROLINA
PERM,25-03-2014,23-07-2015,Denied,H-1B,KIP INFORMATION TECHNOLOGIES INC,ARLINGTON HEIGHTS,ILLINOIS,UNITED STATES OF AMERICA,INDIA,SCHAUMBURG,Bachelor's,ILLINOIS,ARLINGTON HEIGHTS,ILLINOIS
PERM,27-06-2014,19-11-2014,Certified-Expired,H-1B,VALERO ENERGY CORP,SAN ANTONIO,TEXAS,UNITED STATES OF AMERICA,INDIA,SAN ANTONIO,Bachelor's,TEXAS,San Antonio,TEXAS
PERM,03-04-2014,05-08-2015,Certified,H-1B,PROGRESO ISD,PROGRESO,TEXAS,UNITED STATES OF AMERICA,MEXICO,WESLACO,Master's,TEXAS,Progreso,TEXAS
PERM,13-05-2014,17-08-2015,Certified,H-1B,NVIDIA CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
PERM,26-03-2014,14-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN MATEO,Bachelor's,CALIFORNIA,Redwood Shores,CALIFORNIA
PERM,14-05-2014,31-10-2014,Certified-Expired,H-1B,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,ANNAPOLIS,MARYLAND,UNITED STATES OF AMERICA,PHILIPPINES,MILLERSVILLE,Bachelor's,MARYLAND,Annapolis,MARYLAND
PERM,22-06-2014,17-11-2014,Certified-Expired,H-1B,ROYAL BANK OF CANADA,JERSEY CITY,NEW JERSEY,UNITED STATES OF AMERICA,CHINA,JERSEY CITY,Doctorate,NEW JERSEY,New York,NEW YORK
PERM,23-05-2014,31-10-2014,Certified-Expired,H-1B,GALI SERVICE INDUSTRIES,ROCKVILLE,MARYLAND,UNITED STATES OF AMERICA,ECUADOR,BETHESDA,Master's,MARYLAND,Rockville,MARYLAND
PERM,10-04-2014,10-08-2015,Certified,H-1B,"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC",RICHARDSON,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,PLANO,Master's,TEXAS,Richardson,TEXAS
PERM,21-04-2014,30-07-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Master's,CALIFORNIA,Cupertino,CALIFORNIA
PERM,13-03-2014,17-07-2015,Certified,F-1,"HAROLD HAKSUN CHOI, DDS, INC.",GUADALUPE,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,FULLERTON,Master's,CALIFORNIA,Guadalupe,CALIFORNIA
PERM,21-03-2014,06-08-2015,Certified,F-1,IRVINE OPEN CHURCH,SANTA ANA,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,CHINO,Master's,CALIFORNIA,Santa Ana,CALIFORNIA
PERM,04-06-2014,04-09-2015,Certified,TN,MNM COUTURE INC.,LOS ANGELES,CALIFORNIA,UNITED STATES OF AMERICA,CHILE,LOS ANGELES,None,CALIFORNIA,Los Angeles,CALIFORNIA
PERM,14-04-2014,26-08-2015,Certified,,"JOY IMPORT & WHOLESALE, INC.",RIVER VALE,NEW JERSEY,UNITED STATES OF AMERICA,SOUTH KOREA,LEONIA,Bachelor's,NEW JERSEY,Glen Rock,NEW JERSEY
PERM,26-11-2013,20-05-2015,Denied,Not in USA,"HOUSE OF RAEFORD FARMS, INC.",ROSE HILL,NORTH CAROLINA,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Rose Hill,NORTH CAROLINA
PERM,19-03-2014,03-12-2014,Certified-Expired,H-1B,CAPGEMINI FINANCIAL SERVICES USA INC.,ROSEMONT,ILLINOIS,UNITED STATES OF AMERICA,INDIA,JOHNS CREEK,Bachelor's,GEORGIA,Rosemont,ILLINOIS
PERM,14-08-2014,02-01-2015,Certified-Expired,H-1B,"BEACHBODY, LLC",SANTA MONICA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,LOS ANGELES,Other,CALIFORNIA,Santa Monica,CALIFORNIA
PERM,05-05-2014,19-08-2015,Certified,H-1B,"CA, INC.",ISLANDIA,NEW YORK,UNITED STATES OF AMERICA,INDIA,YARDLEY,Bachelor's,PENNSYLVANIA,Islandia,NEW YORK
PERM,30-05-2014,07-10-2014,Certified-Expired,H-1B,"UNIVERSITY AT ALBANY, SUNY",ALBANY,NEW YORK,UNITED STATES OF AMERICA,CHINA,ALBANY,Doctorate,NEW YORK,Albany,NEW YORK
PERM,20-03-2014,22-07-2015,Certified,H-1B,TRIBUNE COMPANY,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,IRELAND,CHICAGO,Bachelor's,ILLINOIS,Chicago,ILLINOIS
PERM,13-03-2014,31-07-2015,Denied,F-1,"V-SOFT CONSULTING GROUP, INC.",LOUISVILLE,KENTUCKY,UNITED STATES OF AMERICA,INDIA,HUNTERSVILLE,Master's,NORTH CAROLINA,Louisville,KENTUCKY
PERM,08-04-2014,13-08-2015,Certified,H-1B,INTERTEK CONSULTING & TRAINING (USA) INC.,LAFAYETTE,LOUISIANA,UNITED STATES OF AMERICA,IRAN,THE WOODLANDS,Master's,TEXAS,Spring,TEXAS
PERM,27-06-2014,08-09-2015,Certified,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,CHINA,SAMMAMISH,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,10-03-2014,22-07-2015,Certified,F-1,HEDGING BLOCK INC.,BOCA RATON,FLORIDA,UNITED STATES OF AMERICA,SOUTH KOREA,BOCA RATON,Master's,FLORIDA,Boca Raton,FLORIDA
PERM,26-03-2014,06-02-2015,Certified-Expired,H-1B,"PETROLEUM PRODUCTS AND SERVICES INC.,",HOUSTON,TEXAS,UNITED STATES OF AMERICA,PHILIPPINES,SPRING,Bachelor's,TEXAS,Houston,TEXAS
PERM,27-05-2014,06-10-2014,Certified-Expired,H-1B,UNIVERSITY OF THE SOUTHWEST,HOBBS,NEW MEXICO,UNITED STATES OF AMERICA,CHINA,HOBBS,Doctorate,NEW MEXICO,Hobbs,NEW MEXICO
PERM,29-05-2014,18-08-2015,Certified,,"VISION DENTAL DESIGN LAB., INC.",IRVINE,CALIFORNIA,UNITED STATES OF AMERICA,JAPAN,NEWPORT BEACH,Associate's,CALIFORNIA,Irvine,CALIFORNIA
PERM,20-03-2014,02-10-2014,Certified-Expired,E-2,KIM EUNG HWA KOREAN DANCE ACADEMY,LOS ANGELES,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,ANAHEIM,Bachelor's,CALIFORNIA,Los Angeles,CALIFORNIA
PERM,27-03-2014,16-07-2015,Certified,H-1B,TRIVISION STUDIOS,CHANTILLY,VIRGINIA,UNITED STATES OF AMERICA,NEPAL,ALEXANDRIA,Bachelor's,VIRGINIA,Chantilly,VIRGINIA
PERM,26-06-2014,18-11-2014,Certified-Expired,F-1,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,SERBIA,SANTA CLARA,Doctorate,CALIFORNIA,Sunnyvale,CALIFORNIA
PERM,14-03-2014,17-07-2015,Certified,H-1B,THE UNIVERSITY OF TOLEDO,TOLEDO,OHIO,UNITED STATES OF AMERICA,GERMANY,TOLEDO,Master's,OHIO,Toledo,OHIO
PERM,08-09-2014,30-01-2015,Certified-Expired,H-1B,"WILLBROS ENGINEERS, LLC",BATON ROUGE,LOUISIANA,UNITED STATES OF AMERICA,INDIA,BATON ROUGE,Bachelor's,LOUISIANA,Baton Rouge,LOUISIANA
PERM,23-09-2014,19-02-2015,Certified-Expired,H-1B,THE UNIVERSITY OF ARIZONA,TUCSON,ARIZONA,UNITED STATES OF AMERICA,INDIA,MARANA,Other,ARIZONA,Tucson,ARIZONA
PERM,02-06-2014,28-10-2014,Certified-Expired,H-1B,"MOBILE IRON, INC.",MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Master's,CALIFORNIA,Mountain View,CALIFORNIA
PERM,01-05-2014,01-10-2014,Certified-Expired,H-1B,THE WEISSCOMM GROUP LTD (DBA WCG),SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,PFLUGERVILLE,Master's,TEXAS,Austin,TEXAS
PERM,07-04-2014,06-02-2015,Certified-Expired,H-1B,"COMPUNNEL SOFTWARE GROUP, INC.",PLAINSBORO,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,BUDD LAKE,Bachelor's,NEW JERSEY,PLAINSBORO,NEW JERSEY
PERM,06-05-2014,10-10-2014,Certified-Expired,L-1,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,BRAZIL,SEATTLE,Bachelor's,WASHINGTON,Redmond,WASHINGTON
PERM,06-05-2014,09-10-2014,Certified-Expired,H-1B,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,ANNAPOLIS,MARYLAND,UNITED STATES OF AMERICA,PHILIPPINES,GLEN BURNIE,Master's,MARYLAND,Annapolis,MARYLAND
PERM,16-06-2014,05-11-2014,Certified-Expired,L-1,SALESFORCE.COM,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,MOLDOVA,SAN RAMON,Bachelor's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,03-03-2014,03-10-2014,Certified-Expired,H-1B,"NETAPP, INC.",SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FRAMINGHAM,Master's,MASSACHUSETTS,Waltham,MASSACHUSETTS
PERM,08-05-2014,02-02-2015,Certified-Expired,H-1B,VENSIT CORP,SAYREVILLE,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,NAPERVILLE,Bachelor's,ILLINOIS,Sayreville,NEW JERSEY
PERM,20-03-2014,21-10-2014,Denied,H-1B,MDLAND INTERNATIONAL CORPORATION,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,MALAYSIA,BROOKLYN,Bachelor's,NEW YORK,New York,NEW YORK
PERM,02-05-2014,15-10-2014,Certified-Expired,H-1B,ERICSSON INC.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,THE COLONY,Master's,TEXAS,Plano,TEXAS
PERM,21-03-2014,15-07-2015,Certified,H-1B,MICROCHIP TECHNOLOGY,CHANDLER,ARIZONA,UNITED STATES OF AMERICA,INDIA,TEMPE,Master's,ARIZONA,Chandler,ARIZONA
PERM,17-06-2014,24-11-2014,Certified-Expired,H-1B,SAN BENITO CISD,SAN BENITO,TEXAS,UNITED STATES OF AMERICA,MEXICO,BROWNSVILLE,Master's,TEXAS,San benito,TEXAS
PERM,03-03-2014,31-10-2014,Certified-Expired,H-1B,DABIG INC,BERGENFIELD,NEW JERSEY,UNITED STATES OF AMERICA,SOUTH KOREA,LEONIA,Bachelor's,NEW JERSEY,BERGENFIELD,NEW JERSEY
PERM,14-03-2014,21-07-2015,Certified,H-1B,"COMSCORE, INC.",RESTON,VIRGINIA,UNITED STATES OF AMERICA,INDIA,STERLING,Master's,VIRGINIA,Reston,VIRGINIA
PERM,07-04-2014,07-08-2015,Certified,H-1B,"WELLPOINT, INC.",INDIANAPOLIS,INDIANA,UNITED STATES OF AMERICA,INDIA,MIDDLETOWN,Bachelor's,CONNECTICUT,Wallingford,CONNECTICUT
PERM,03-03-2014,15-07-2015,Denied,H-1B,GALLUP MCKINLEY COUNTY SCHOOLS,GALLUP,NEW MEXICO,UNITED STATES OF AMERICA,INDIA,NAVAJO,Bachelor's,NEW MEXICO,Gallup,NEW MEXICO
PERM,14-03-2014,15-07-2015,Certified,F-1,"23RD STREET SPA BELLES, INC",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,FLUSHING,None,NEW YORK,NEW YORK,NEW YORK
PERM,27-03-2014,12-11-2014,Certified-Expired,H-1B,"TWITTER, INC.",SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,SAN BRUNO,Master's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,25-03-2014,14-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN JOSE,Master's,CALIFORNIA,Redwood City,CALIFORNIA
PERM,03-04-2014,31-10-2014,Certified-Expired,H-1B,DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS,TEXAS,UNITED STATES OF AMERICA,MEXICO,LEWISVILLE,Bachelor's,TEXAS,Dallas,TEXAS
PERM,10-03-2014,29-07-2015,Certified,H-1B,"JACK SCHWARTZ SHOES, INC",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,CHINA,FRESH MEADOWS,Master's,NEW YORK,New York,NEW YORK
PERM,04-03-2014,28-08-2015,Denied,H-1B,OMEGA ALPHA ACADEMY,DOUGLAS,ARIZONA,UNITED STATES OF AMERICA,JAMAICA,DOUGLAS,Master's,ARIZONA,Douglas,ARIZONA
PERM,07-03-2014,08-10-2014,Certified-Expired,H-1B,TEXAS INSTRUMENTS INCORPORATED,DALLAS,TEXAS,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
PERM,07-03-2014,20-07-2015,Certified,H-1B,"AIDS INTERFAITH RESIDENTIAL SERVICES, INC. (AIRS)",BALTIMORE,MARYLAND,UNITED STATES OF AMERICA,INDIA,COCKEYSVILLE,Master's,MARYLAND,BALTIMORE,MARYLAND
PERM,20-03-2014,16-07-2015,Certified,,"SK GRAPHICS,INC.",LOS ANGELES,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,LA CANADA,Associate's,CALIFORNIA,Los Angeles,CALIFORNIA
PERM,17-03-2014,20-07-2015,Certified,H-1B,NOAH CONSULTING,HOUSTON,TEXAS,UNITED STATES OF AMERICA,CANADA,THE WOODLANDS,Bachelor's,TEXAS,Houston,TEXAS
PERM,04-03-2014,30-06-2015,Denied,H-1B,PEOPLE TECH GROUP INC,BELLEVUE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Master's,WASHINGTON,bellevue,WASHINGTON
PERM,13-06-2014,03-11-2014,Certified-Expired,H-1B,STUBHUB,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,UNION CITY,Master's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,12-03-2014,22-07-2015,Certified,,"YK CAR WASH ENTERPRISE, INC.",GRAND PRAIRIE,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,SUWANEE,None,GEORGIA,Grand Prairie,TEXAS
PERM,02-04-2014,05-08-2015,Certified,H-1B,PHOENIX HEALTHCARE SERVICES INCORPORATED,HOUSTON,TEXAS,UNITED STATES OF AMERICA,PHILIPPINES,HOUSTON,Master's,TEXAS,Houston,TEXAS
PERM,30-05-2014,08-10-2014,Certified-Expired,H-1B,GEORGIA SOUTHERN UNIVERSITY,STATESBORO,GEORGIA,UNITED STATES OF AMERICA,COLOMBIA,STATESBORO,Doctorate,GEORGIA,Statesboro,GEORGIA
PERM,28-03-2014,23-07-2015,Certified,H-1B,STARR GLOBAL FINANCIAL,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,CHINA,JERSEY CITY,Master's,NEW JERSEY,New York,NEW YORK
PERM,28-04-2014,14-08-2015,Certified,L-1,"TWIN CITIES POWER, L.L.C.",LAKEVILLE,MINNESOTA,UNITED STATES OF AMERICA,CANADA,QUEEN CREEK,Bachelor's,ARIZONA,Gilbert,ARIZONA
PERM,08-05-2014,09-01-2015,Certified-Expired,H-1B,BIOGEN IDEC,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,SPAIN,WEST NEWTON,Other,MASSACHUSETTS,Cambridge,MASSACHUSETTS
PERM,15-05-2014,13-08-2015,Certified,TN,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,CANADA,COLUMBUS,Master's,OHIO,Columbus,OHIO
PERM,21-03-2014,17-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HOUSTON,Bachelor's,TEXAS,Redwood Shores,CALIFORNIA
PERM,16-05-2014,02-02-2015,Certified-Expired,H-1B,"SVK SYSTEMS, INC.",JOHNS CREEK,GEORGIA,UNITED STATES OF AMERICA,INDIA,SCOTTSDALE,Master's,ARIZONA,Johns Creek,GEORGIA
PERM,20-03-2014,14-07-2015,Certified,E-2,"SUNSOO, INC.",ESCONDIDO,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,SAN DIEGO,None,CALIFORNIA,Escondido,CALIFORNIA
PERM,07-03-2014,22-07-2015,Withdrawn,H-1B,UNION SPRINGS PHARMACEUTICALS,FT. MITCHELL,KENTUCKY,UNITED STATES OF AMERICA,NEPAL,CRESCENT SPRINGS,Master's,KENTUCKY,Ft. Mitchell,KENTUCKY
PERM,05-04-2014,27-07-2015,Certified,H-1B,DIGIPEN (USA) CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,LEBANON,KENMORE,Master's,WASHINGTON,REDMOND,WASHINGTON
PERM,02-05-2014,02-02-2015,Certified-Expired,H-1B,"SYSFORE TECHNOLOGIES, INC.",JOHNS CREEK,GEORGIA,UNITED STATES OF AMERICA,INDIA,HENRICO,Master's,VIRGINIA,Johns Creek,GEORGIA
PERM,09-06-2014,08-09-2015,Certified,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,POLAND,BELLEVUE,Bachelor's,WASHINGTON,Redmond,WASHINGTON
PERM,02-04-2014,23-07-2015,Certified,H-1B,"TEXAS MOON GROUP, INC.",DALLAS,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,CARROLLTON,Bachelor's,TEXAS,DALLAS,TEXAS
PERM,06-05-2014,19-08-2015,Certified,H-1B,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,ANNAPOLIS,MARYLAND,UNITED STATES OF AMERICA,PHILIPPINES,SEVERNA PARK,Bachelor's,MARYLAND,Annapolis,MARYLAND
PERM,21-03-2014,03-10-2014,Withdrawn,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,IRVINE,Bachelor's,CALIFORNIA,Redwood Shores,CALIFORNIA
PERM,17-03-2014,23-07-2015,Certified,H-1B,"MCKINSEY & COMPANY, INC UNITED STATES",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,CHESTNUT HILL,Master's,MASSACHUSETTS,Boston,MASSACHUSETTS
PERM,13-03-2014,17-07-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
PERM,31-03-2014,27-10-2014,Certified-Expired,H-1B,GOLDMAN SACHS & CO.,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,CHINA,JERSEY CITY,Doctorate,NEW JERSEY,New York,NEW YORK
PERM,11-03-2014,23-07-2015,Certified,F-1,ROSEMONT PROPERTY MANAGEMENT LLC,SANTA FE,NEW MEXICO,UNITED STATES OF AMERICA,UNITED KINGDOM,BROOKLYN,Master's,NEW YORK,New York,NEW YORK
